No,,0,1,2,3,long,lat,statue
287,286,화정점,울산광역시 동구 대송8길 31(화정동),울산광역시,052-922-4068,129.419878576908,35.5007227275713,정좌표
288,287,청북점,경기도 평택시 청북읍 안청로4길 42,경기도,031-683-1177,126.918214164606,37.022599717019,정좌표
289,288,오산운암점,경기도 오산시 원동로6 (원동),경기도,031-378-0987,127.09133236366,37.1444325700656,인근좌표
290,289,팔판점,"경상남도 김해시 계동로23번길 5, 1층 111호(관동동, 대우프라자)",경상남도,055-313-8255,128.795265006223,35.1780520309888,정좌표
291,290,망양점,울산광역시 울주군 온양읍 덕망로 270,울산광역시,052-239-9999,129.292813098901,35.4528499138911,정좌표
292,291,우정점,울산광역시 중구 우암길 1(우정동),울산광역시,052-212-9909,129.312367297276,35.5580785857208,정좌표
293,292,와동점,경기도 안산시 단원구 화정천동로 2안길 28,경기도,031-482-9281,126.822578554218,37.3455555846501,정좌표
294,293,성안점,"울산광역시 중구 함월16길 13-1, 1층 (성안동)",울산광역시,052-245-8255,129.309010873929,35.5764883174227,정좌표
295,294,선암점,"울산광역시 남구 두왕로 174번길 35-1, 1층(선암동)",울산광역시,052-258-9394,129.314270582111,35.5181173022653,정좌표
296,295,대화점,"경기 고양시 일산서구 강성로 271 (대화동,대화씨티빌 101호)",경기도,031-911-3856,126.747005101768,37.677170899541,정좌표
298,297,신주례점,부산광역시 사상구 백양대로 502(주례동),부산광역시,051-315-9992,128.997496582073,35.1542550326969,정좌표
299,298,서창2점,인천광역시 남동구 서창남로 51,인천광역시,032-465-5506,126.7498305901,37.4239161094024,정좌표
300,299,신안평거점,"경남 진주시 신평공원길 25번길 8-4,1층",경상남도,055-742-9982,128.066159261585,35.1718641204605,정좌표
301,300,봉곡사림점,"경남 창원시 의창구 봉곡로 50,1층(봉곡동)",경상남도,055-277-8295,128.664896005966,35.2491920519568,정좌표
302,301,석동점,"경남 창원시 진해구 진해대로 886번길 20,1층(석동)",경상남도,055-542-9290,128.704941327073,35.1498970840236,정좌표
303,302,옥정1호점,경기도 양주시 옥정동로 173 레이크프라자 107호,경기도,031-868-9293,127.099024553711,37.8225358107228,정좌표
304,303,인천장기점,인천광역시 계양구 장기로 29 (장기동),인천광역시,032-556-5678,126.734393566098,37.5788440440512,정좌표
305,304,구로점,서울특별시 구로구 구로동로 213,서울특별시,02-868-1089,126.882320422875,37.4976240343495,정좌표
306,305,헬리오시티점,서울특별시 송파구 가락로 16길 2-26 (석촌동),서울특별시,02-423-9281,127.10712202671,37.5007217934906,정좌표
307,306,남동탄점,경기도 화성시 동탄대로4길95 (장지동),경기도,031-376-4492,127.117959720318,37.1627180044689,정좌표
308,307,구서점,"부산광역시 금정구 금강로 563, 1층(구서동)",부산광역시,051-582-9279,129.08757337265,35.2577067079071,정좌표
309,308,명지국제신도시점,"부산광역시 강서구 명지국제5로 14, 1층 101호(명지동, 서진빌딩)",부산광역시,051-968-7888,128.919800795308,35.095178029116,정좌표
310,309,평창점,강원도 평창군 평창읍 백오1길 33,강원도,033-333-0009,128.39403012887,37.367543202534,정좌표
311,310,여주교동점,경기도 여주시 세종로 254-16 (교동),경기도,031-881-3799,127.635413834579,37.2746447079392,정좌표
312,311,도원점,대구광역시 달서구 도원남로56 산새마을 분산상가 1층 103호,대구광역시,053-641-0041,128.535083142759,35.8039977190505,정좌표
313,312,좌동상록점,"부산광역시 해운대구 세실로 7, 104호(좌동, 해운대상록아파트상가)",부산광역시,051-703-0678,129.180567031766,35.1653288373571,정좌표
314,313,구남역점,부산광역시 북구 백양대로 1015번길 15(구포동),부산광역시,051-335-7766,128.99369884683,35.1967623553428,정좌표
315,314,이천점,경기도 이천시 관고동 12-4,경기도,031-633-1823,127.439379374572,37.2807160914945,정좌표
316,315,부곡점,부산광역시 금정구 동현로 23(부곡동),부산광역시,051-581-7890,129.09113706418,35.2233047585166,정좌표
317,316,석산점,경상남도 양산시 동면 금오7길 24,경상남도,055-363-9911,129.024112517987,35.3136338919776,정좌표
318,317,문현1동점,"부산광역시 남구 고동골로 66, 1층(문현동)",부산광역시,051-624-9875,129.071439988379,35.1428901929421,정좌표
319,318,양정1호점,부산광역시 부산진구 양지로 5번길 20(양정동),부산광역시,051-867-9955,129.070250659992,35.1704653583687,정좌표
320,319,통진점,경기도 김포시 통진읍 서암로6번길 5-21,경기도,031-996-8295,126.596539101534,37.6869367806889,정좌표
321,320,상동점,경남 거제시 거제중앙로3길 14-2(상동동),경상남도,055-635-9290,128.628177581105,34.8764640658093,정좌표
322,321,반송2호점,"부산광역시 해운대구 아랫반송로 51, 1층(반송동)",부산광역시,051-545-9266,129.15041973757,35.2233065074767,정좌표
323,322,소사벌점,경기도 평택시 비전동 1053,경기도,031-656-8292,127.111975274473,37.003167633651,정좌표
324,323,동탄중앙점,경기도 화성시 동탄산척로 2나길 6-7 (산척동),경기도,031-375-8292,127.11342180701,37.1745354888152,정좌표
325,324,항구영일대점,경상북도 포항시 북구 아호로 3,경상북도,054-253-9996,129.373098507624,36.0527424935248,정좌표
326,325,반야월점,대구광역시 동구 안심로41길 47,대구광역시,053-964-0797,128.708326029357,35.8702288243884,정좌표
327,326,테크노폴리스점,대구광역시 달성군 유가읍 테크노중앙대로 326-35,대구광역시,053-611-6265,128.460670917549,35.6988802125527,정좌표
328,327,비전점,경기도 평택시 중앙로235 (비전동),경기도,031-658-9989,127.108903638105,36.9906276984576,정좌표
329,328,능곡점,경기도 시흥시 능곡중앙로77,경기도,031-404-0123,126.812695590988,37.3696159355731,정좌표
330,329,비산점,경기도 안양시 동안구 평촌대로408 (비산동),경기도,031-387-1112,126.950493717352,37.407035829338,정좌표
331,330,부곡점,경기도 의왕시 삼동 150-16,경기도,031-462-9233,126.950883047602,37.3170223136107,정좌표
332,331,홍성점,충남 홍성군 홍성읍 충절로1053번길 41,충청남도,041-633-9995,126.666668541876,36.5978895684706,정좌표
333,332,율량사천점,충북 청주시 청원구 율량로190번길19,충청북도,043-903-0991,127.497696223579,36.6656421895636,정좌표
334,333,증평점,충북 증평군 증평읍 문화로83,충청북도,043-838-8977,127.590923803008,36.7869382722888,정좌표
335,334,송강테크로점,대전시 유성구 구즉로48번길10,대전광역시,042-935-9294,127.385507297423,36.4330221605966,정좌표
336,335,몰운대롯데캐슬점,"부산광역시 사하구 다대낙조2길 100, 101호(다대동,롯데캐슬몰운대아파트부상가)",부산광역시,051-262-9252,128.965595291222,35.0568084975204,정좌표
338,337,영양점,경상북도 영양군 영양읍 중앙로 111,경상북도,054-682-1950,129.113310993019,36.6634536660709,정좌표
339,338,대합공단점,경남 창녕군 대합면 대합산업단지로 119-15,경상남도,055-533-0677,128.437764335859,35.6209997709825,정좌표
340,339,배곧점,경기도 시흥시 정왕동 2476-2,경기도,031-432-9998,126.725518995738,37.3777001111897,정좌표
341,340,광주점,경기도 광주시 송정동111-1,경기도,031-477-9282,127.257188696444,37.4162600741361,정좌표
342,341,신하점,경기도 이천시 부발읍 신하리 432-15,경기도,031-636-8726,127.473343797987,37.2613848298305,정좌표
343,342,관양점,경기도 안양시 동안구 관양동 1423,경기도,031-425-5211,126.962797114166,37.4046419182946,정좌표
345,344,조암점,경기도 화성시 장안면 기아자동차로 789 103호,경기도,031-358-3392,126.814328306347,37.0753728019763,정좌표
346,345,정왕점,경기도 시흥시 정왕동 1193-14,경기도,031-319-5192,126.751137788665,37.345286401557,정좌표
347,346,일죽점,경기도 안성시 일죽면 송천리 28-4,경기도,031-672-9385,127.478519589798,37.0938340674163,정좌표
348,347,인계점,경기도 수원시 팔달구 인계동 1008-9,경기도,031-232-7234,127.022733599142,37.2642037333323,정좌표
349,348,이천사동점,경기도 이천시 대월면 사동리 182-2,경기도,031-638-9013,127.495818498772,37.2334073122328,정좌표
350,349,은행점,"경기도 시흥시 시흥대로 1074번길 28,106호(은행동, 녹원아파트 상가동)",경기도,031-312-9999,126.796059402904,37.4310552831597,정좌표
351,350,월곶점,경기도 시흥시 월곶동 995,경기도,031-318-9292,126.741788179831,37.3887895240238,정좌표
352,351,안성원곡점,경기도 안성시 원곡면 칠곡리 184-8,경기도,031-654-9220,127.159561775851,37.0501345375145,정좌표
353,352,우만점,경기도 수원시 팔달구 세지로421번길 37 (우만동),경기도,031-256-0903,127.029495063211,37.2876764327398,정좌표
354,353,호법점,경기도 이천시 호법면 후안리 267-4,경기도,031-632-9949,127.427328629569,37.2235713484695,정좌표
355,354,하안8점,경기도 광명시 하안동 260-2 8단지상가 104-2,경기도,02-802-4070,126.882168366553,37.458889086279,정좌표
356,355,하안12점,경기도 광명시 하안동 62-4  1층 3호,경기도,02-806-5772,126.881524215492,37.4618469768454,정좌표
357,356,하안11점,경기도 광명시 하안동 30-5  10 단지상가  104,경기도,02-803-2993,126.880420397452,37.4648718164652,정좌표
358,357,포일내손점,경기도 의왕시 내손동652-15,경기도,031-425-1145,126.982121674348,37.3893595569731,정좌표
359,358,포도원,경기도 안양시 동안구 호계3동 811 현대홈타운상가 107,경기도,031-452-0827,126.960691314569,37.3643853218756,정좌표
360,359,평촌5점,경기도 안양시 동안구 평촌동 898-2 초원아파트상가110,경기도,031-387-2134,126.964618944875,37.3878710085019,정좌표
361,360,태전점,경기도 광주시 태전동 688-1,경기도,031-762-9525,127.238056051589,37.3875927707971,정좌표
362,361,철산점,경기도 광명시 철산동 240  주공13단지 상가동,경기도,02-2682-3230,126.869440268983,37.480581231815,정좌표
364,363,중앙대,경기도 안성시 대덕면 내리 682-3,경기도,031-675-7750,127.224339058607,37.0020407052653,정좌표
365,364,안양중앙점,경기 안양시 만안구 삼덕로 80-1 (안양동) 1층,경기도,031-444-5592,126.917772003044,37.3955636078996,정좌표
366,365,안양2점,경기도 안양시 만안구 안양동 873-162,경기도,031-447-9292,126.916582432367,37.4007306538819,정좌표
367,366,안성점,경기도 안성시 도기 4길 9(도기동),경기도,031-671-9282,127.265677150419,37.0034930100311,정좌표
368,367,신흥산성점,경기도 성남시 수정구 수정남로 305번길11,경기도,031-733-8382,127.15104804459,37.4563739003855,정좌표
369,368,신천리점,경기도 시흥시 호현로49번안길 1(대야동),경기도,031-312-9709,126.784359444435,37.4447149567126,정좌표
370,369,신갈점,경기도 용인시 기흥구 신구로 38 청솔학원,경기도,031-274-5060,127.109697211504,37.2754657246937,정좌표
373,372,성포점,경기도 안산시 상록구 성포동 592-2,경기도,031-487-8900,126.845005209448,37.3247033787252,정좌표
374,373,석수엘지점,경기도 안양시 만안구 석수동 415-2 엘지빌리지 상가,경기도,031-474-5592,126.902127425094,37.4295193536916,정좌표
375,374,샘마을점,경기도 안양시 동안구 호계동 1116 샘마을상가 1층,경기도,031-453-9992,126.968649323836,37.378575088538,정좌표
376,375,삼보점,경기도 시흥시 대야동 275 삼보상가 1층 1호,경기도,031-314-6871,126.796394624553,37.4482297641025,정좌표
377,376,산본점,경기도 군포시 산본동 1069-3 (1층),경기도,031-393-9282,126.929577540205,37.3743495675243,정좌표
378,377,북내점,경기도 여주시 북내면 여양2로 274,경기도,031-883-5320,127.680770056849,37.3273585233148,정좌표
379,378,케이준 부곡점,경기도 안산시 상록구 성호로 340,경기도,031-406-9979,126.861743936014,37.3329524718533,정좌표
380,379,보정점,"경기도 용인시 기흥구 죽현로 8-20 130(보정동,아이원프라자)",경기도,031-272-9259,127.109661006652,37.3198659208247,정좌표
382,381,백암점,경기도 용인시 처인구 백암면 백암리 391번지,경기도,031-321-9282,127.372412438071,37.1656055180561,정좌표
383,382,백사점,경기도 이천시 백사면 현방리 67-12,경기도,031-632-0746,127.492573337007,37.3400039385766,정좌표
384,383,박달점,경기도 안양시 만안구 박달동 149-1,경기도,031-468-3392,126.901489892729,37.3990336162638,정좌표
385,384,미양점,경기도 안성시 미양면 보체리 405 상가 501동 101호,경기도,031-675-9258,127.244864765479,36.9648609610028,정좌표
387,386,만선점,경기도 광주시 곤지암읍 만선로 45,경기도,031-798-5525,127.406029952633,37.3673807625466,정좌표
388,387,둔전점,경기도 용인시 처인구 포곡읍 포곡로 118번길 24-11,경기도,031-334-7292,127.220525764175,37.2676170844586,정좌표
389,388,능평점,경기도 광주시 오포읍 수레실길 5,경기도,031-726-9253,127.165676154157,37.3510271505559,정좌표
390,389,금정점,경기도 군포시 금정동 79-1 1층,경기도,031-458-3888,126.943116910585,37.3669550573378,정좌표
391,390,군포점,경기도 군포시 당동 914-5번지,경기도,031-392-9295,126.946632519766,37.3466576151075,정좌표
392,391,구성점,"경기도 용인시 기흥구 구성로 186(언남동, 신일푸른솔아파트단지내 1층",경기도,031-274-9282,127.129357922322,37.2913967956789,정좌표
393,392,공도점,경기도 안성시 공도읍 고무다리길 3,경기도,031-658-9280,127.16963468952,36.9990943137091,정좌표
394,393,거모점,경기도 시흥시 군자로504번안길 12(거모동),경기도,031-508-3398,126.783443302778,37.3458195890151,정좌표
395,394,갈산점,경기도 이천시 갈산로 87번길 4(갈산동),경기도,031-635-3792,127.46342348649,37.289325854223,정좌표
396,395,가남점,경기도 여주시 가남읍 태평중앙1길 8-10,경기도,031-884-7718,127.545676752335,37.2029647216784,정좌표
397,396,한솔새롬점,세종시 누리로28,세종특별자치시,044-862-9283,127.254690199674,36.4749610774748,정좌표
398,397,금정산SK점,"부산광역시 금정구 식물원로 82, 302동 201호(장전동, 금정에스케이뷰)",부산광역시,051-514-0123,129.079472633047,35.2260620737838,정좌표
399,398,평촌2점,경기도 안양시 동안구 평촌대로127번길 38,경기도,031-385-9288,126.95761639439,37.382657220495,정좌표
401,400,시화3점,"경기도 시흥시 정왕대로28번길 31 , 110(정왕동)",경기도,031-433-1457,126.718642782521,37.3539058836187,정좌표
402,401,시화2점,"경기도 시흥시 옥구천서로373번길 43, 104호(정왕동, 주공1단지분산상가)",경기도,031-433-8292,126.723388448165,37.3574862677897,정좌표
403,402,신라대점,"부산광역시 사상구 백양대로 703, A동(덕포동)",부산광역시,051-304-9282,128.988211631821,35.1698377758572,정좌표
404,403,연제점,부산광역시 연제구 거제천로 183(거제동),부산광역시,051-867-5443,129.078360921591,35.1895652131133,정좌표
405,404,정관롯데캐슬점,"부산광역시 기장군 정관읍 정관3로 52, 상가동 101호(롯데캐슬)",부산광역시,051-728-5595,129.169978376296,35.3271328318004,정좌표
406,405,호계2점,경기도 안양시 동안구 호계동 912-2,경기도,031-457-1288,126.948231436383,37.3851826144881,정좌표
407,406,향남2점,경기도 화성시 향남읍 신광길 19. 102호,경기도,031-352-5464,126.902951671017,37.1042139977287,정좌표
408,407,신림역점,"서울특별시 관악구 신림동길 40, 101(신림동)",서울특별시,02-871-8588,126.924353413038,37.4868915325635,정좌표
409,408,동삭점,"경기도 평택시 동삭로 397 상가동 104,105호",경기도,031-652-5092,127.096742746695,37.0218397901659,정좌표
410,409,길동점,서울시 강동구 길동 351-7,서울특별시,02-470-2933,127.144854362955,37.5403074613566,정좌표
412,411,덕진하가점,전북 전주시 덕진구 가리내5길 16 103호(덕진동2가),전라북도,050-4308-7522,127.109942172707,35.8460967879978,정좌표
413,412,안동삼안점,경상남도 김해시 삼안로 131번길 8-4(삼방동),경상남도,055-337-7439,128.91450428554,35.2402349162776,정좌표
414,413,북정점,경상남도 양산시 북정로 101(북정동),경상남도,055-383-9255,129.049487314861,35.3610480370445,정좌표
415,414,산하1호점,"울산광역시 북구 화암6길 14, 1층 101호(산하동)",울산광역시,052-282-3569,129.437406846799,35.632437733464,정좌표
416,415,부곡월산점,"경상남도 김해시 월산로 111-67,1 1층 105호(부곡동, 신화프라자)",경상남도,055-335-2288,128.801208229492,35.2031642805627,정좌표
417,416,괘법한신점,"부산광역시 사상구 광장로 37번길 82, 1층(괘법동,대동래미안)",부산광역시,051-316-9292,128.98098914227,35.1665656226957,정좌표
418,417,아주점,"경남 거제시 아주1로1길 7-2,1층(아주동)",경상남도,055-682-7575,128.69160265919,34.8675498152163,정좌표
419,418,오동동점,경남 창원시 마산합포구 오동동10길 15(오동동),경상남도,055-246-8086,128.581351429548,35.2075976328954,인근좌표
420,419,예산점,충남 예산군 예산읍 주교로39 1층,충청남도,041-333-9520,126.832590298509,36.6850898286395,정좌표
421,420,대소점,충북 음성군 대소면 오태로 75-1,충청북도,043-882-5592,127.48390468227,36.9685330524225,정좌표
422,421,대도점,경상북도 포항시 남구 상대로 142,경상북도,054-277-8892,129.36200175664,36.0130897246002,정좌표
423,422,진천장관점,충북 진천군 진천읍 장관2길 139-1,충청북도,043-533-1355,127.438283936837,36.8703518987263,정좌표
424,423,삼성2점,대전 동구 현암로 36,대전광역시,042-621-1504,127.41911634619,36.3426324000092,정좌표
425,424,삼성점,충북 음성군 삼성면 덕정로62번길 2,충청북도,043-877-3377,127.498561735392,37.0197631895071,정좌표
426,425,무극점,충북 음성군 금왕읍 무극로 234,충청북도,043-878-5284,127.58798773769,36.9913543635743,정좌표
427,426,경산남산점,경북 경산시 남산면 산양길 9,경상북도,053-851-5999,128.835660274978,35.7943589397526,정좌표
428,427,계백점,대전시 중구 문화로90,대전광역시,042-582-5994,127.395755702884,36.3116406593685,정좌표
429,428,원성점,충남 천안시 동남구 버들로127,충청남도,041-567-9979,127.160571009243,36.8065667235634,정좌표
431,430,등촌점,서울특별시 강서구 등촌동 704  주공9단지아파트상가동102호,서울특별시,02-3662-3988,126.849604407516,37.5616303269712,정좌표
432,431,방화점,"서울특별시 강서구 방화대로33길 17 (방화동,1층)",서울특별시,02-2064-7670,126.815645681293,37.5683613465728,정좌표
433,432,신풍역점,"서울특별시 영등포구 신길로 108(신길동,남서울 아파트상가.신길동3591)",서울특별시,02-842-7979,126.912435897418,37.5021807782415,정좌표
434,433,신대방,서울시 동작구 대방동 409-10,서울특별시,02-812-0085,126.924310291765,37.4986467138855,정좌표
435,434,암사점,서울 강동구 암사동 425-197번지,서울특별시,02-427-9255,127.137675741303,37.5503147031321,정좌표
436,435,풍납점,서울 송파구 풍납동 392번지,서울특별시,02-473-9927,127.115772427879,37.5273355616449,정좌표
437,436,송파점,서울 송파구 송파동 135-18 102호,서울특별시,02-419-4734,127.111763744934,37.5088022772414,정좌표
438,437,문정점,서울 송파구 문정동 29,서울특별시,02-403-9761,127.124461196372,37.4892410584015,정좌표
439,438,오금점,서울 송파구 오금동 151-6번지,서울특별시,02-431-6678,127.136864273057,37.5000342185471,정좌표
443,442,압구정점,서울 강남구 신사동 653-15번지 2층,서울특별시,02-545-1027,127.037366030763,37.523728404528,정좌표
444,443,잠원점,서울 서초구 잠원동 53번지 현대상사 1층 6호,서울특별시,02-592-2244,127.01269078119,37.5184502470723,정좌표
445,444,방배점,서울 서초구 방배동 868-28번지,서울특별시,02-594-6866,126.989178609899,37.486765487135,정좌표
446,445,양재점,서울 서초구 양재동 6-37번지,서울특별시,02-576-9204,127.041159011393,37.4816438606639,정좌표
447,446,대치점,서울 강남구 대치동 922-14번지,서울특별시,02-562-9282,127.05255378099,37.4984412138648,정좌표
448,447,서초점,서울 서초구 서초동 1342번지,서울특별시,02-522-9272,127.026886223865,37.4878296559053,정좌표
449,448,역삼점,서울 강남구 역삼동 782-28번지,서울특별시,02-553-7749,127.04320408317,37.4940552246005,정좌표
450,449,논현점,서울 강남구 논현동 192-1번지,서울특별시,02-517-4178,127.032493551933,37.5082046064325,정좌표
451,450,여의도점,서울시 영등포구 여의도동50 시범상가 ,서울특별시,02-782-0520,126.93708102979,37.520682580279,정좌표
452,451,대방점,서울 동작구 대방동 11-51,서울특별시,02-817-7979,126.932401337449,37.5075589785006,정좌표
454,453,봉천점,서울 관악구 봉천동 885-1번지,서울특별시,02-877-1122,126.948017534885,37.4831932491011,정좌표
455,454,행운점,서울 관악구 행운동 66-117번지,서울특별시,050-7744-5257,126.956953067915,37.4811988641975,정좌표
456,455,우장산점,서울특별시 강서구 강서로 46길 51(내발산동),서울특별시,02-2659-9279,126.839127326833,37.5510553391303,정좌표
457,456,화곡역점,서울특별시 강서구 화곡동 1062-20 2층,서울특별시,02-2699-3392,126.840629178383,37.5423940715162,정좌표
458,457,신정1점,"서울특별시 양천구 은행정로 5길 28,1층 102호(신정동)",서울특별시,02-2651-9282,126.856675704449,37.5210698219693,정좌표
459,458,신도림점,서울시 구로구 신도림동 396 - 140,서울특별시,02-2632-6612,126.879225410093,37.5077512040446,정좌표
460,459,신정7점,서울특별시 양천구 신정동 203-1,서울특별시,02-2648-5191,126.865489072814,37.508967158878,정좌표
461,460,당산점,서울 영등포구 당산동1가 378번지,서울특별시,02-2678-9282,126.897253757953,37.5230502704138,정좌표
462,461,대림점,서울시 영등포구 대림동 1027-16,서울특별시,02-834-3042,126.902146618983,37.489229828152,정좌표
463,462,구로가산점,서울 구로구 구로동 792-22번지,서울특별시,02-853-0808,126.888981866027,37.4866120758964,정좌표
465,464,시흥점,서울시 금천구 시흥동 887-24,서울특별시,02-807-6618,126.90379642529,37.4529774878578,정좌표
466,465,원종점,경기도 부천시 원종동 382-7,경기도,032-675-4578,126.803787347103,37.519535853514,정좌표
467,466,목동점,"서울특별시 양천구 목동중앙서로 40 (목동,1층)",서울특별시,02-2061-9292,126.871814477652,37.5424078659183,인근좌표
468,467,사당점,동작구 사당동 312-9번지,서울특별시,02-588-9293,126.972435294171,37.4815560744941,정좌표
469,468,상도점,서울 동작구 상도동156-22,서울특별시,02-3280-7088,126.945121102983,37.5037861815157,정좌표
471,470,신림점,서울시 관악구 신림동 96-87,서울특별시,02-872-6904,126.93764889243,37.4753025983615,정좌표
472,471,개봉점,"서울특별시 구로구 고척로27길 58, 1층(개봉동)",서울특별시,02-2060-9253,126.846482269281,37.5044560689551,정좌표
473,472,신정점,"서울특별시 양천구 신정로11길 62, 1층(신정동, 유광빌딩)",서울특별시,02-2616-4331,126.837651229066,37.5120345525415,정좌표
474,473,화곡1점,"서울특별시 강서구 가로공원로 233  101(화곡동,뉴파인아파트상가1층)",서울특별시,02-2061-9284,126.841480760534,37.5384992414199,정좌표
475,474,개봉2점,서울특별시 구로구 개봉동 357-22,서울특별시,02-2689-0900,126.854009761599,37.4864118850344,정좌표
476,475,오류점,서울특별시 구로구 오류동 81-271,서울특별시,02-2688-0610,126.838028080105,37.4957593970297,정좌표
477,476,가좌점,인천시 서구 가좌동 142-45,인천광역시,032-582-0099,126.674514082252,37.4958270260307,정좌표
478,477,신현점,인천시 서구 신현동 279-5,인천광역시,032-578-7730,126.670790102657,37.5170602373917,정좌표
479,478,청라점,인천 서구 연희동 763-19,인천광역시,032-566-9599,126.669793811966,37.548551292008,인근좌표
480,479,하늘도시점,"인천광역시 중구 은하수로 351, 2동 103호 (중산동, 우미린1차상가)",인천광역시,032-746-8990,126.557891537896,37.4928682619762,정좌표
481,480,검암점,인천 서구 승학로 313-1,인천광역시,032-561-0702,126.674192431467,37.5498964501186,정좌표
482,481,온수점,인천 강화군 강화읍 길상면 온수리 538-10,인천광역시,032-937-9392,126.482632264145,37.7484390397024,인근좌표
483,482,검단점,인천 서구 검단로 487번길 5,인천광역시,032-569-2848,126.658565949265,37.6029510609425,정좌표
484,483,마전점,인천 서구 완정로 34번길 47,인천광역시,032-566-8295,126.673615108932,37.5983760897024,정좌표
485,484,만수2점,"인천 남동구 백범로 206번길 13(만수동 ,1층)",인천광역시,032-461-7735,126.726700843084,37.4603676196935,정좌표
486,485,만수3점,인천광역시 남동구 만수6동 1026-1,인천광역시,032-467-1717,126.738983621147,37.4452258380661,정좌표
487,486,주안4점,인천시 남구 주안4동 414-32,인천광역시,032-433-2490,126.684725086887,37.4555222787416,정좌표
488,487,주안점,인천 남구 주안8동 1528-14,인천광역시,032-431-2877,126.689016557204,37.4483659557362,정좌표
489,488,구월3점,인천시 남동구 구월동 1359-20,인천광역시,032-766-9981,126.695949220595,37.4478320763985,정좌표
490,489,연안점,인천 중구 항동7가 58-4 라이프상가 1-107,인천광역시,032-886-7851,126.603837185263,37.4542140906098,정좌표
491,490,용현점,인천광역시 남구 용현동 342-2,인천광역시,032-885-4229,126.64963555405,37.4536909922581,정좌표
492,491,송림3점,인천시 동구 송림동 60-31,인천광역시,032-764-7999,126.646196713752,37.4743841339096,정좌표
493,492,송림점,인천 동구 송림2동 55-1,인천광역시,032-773-3297,126.644710556718,37.4775774717577,정좌표
495,494,인천논현점,인천광역시 남동구 논고개로 86,인천광역시,032-435-5599,126.726210410309,37.3994249217463,정좌표
496,495,병방점,인천시 계양구 병방동 92-26,인천광역시,032-544-5592,126.743618807539,37.54932870127,정좌표
497,496,케이준 계양점,인천시 계양구 용종동 214-1,인천광역시,032-553-3927,126.741352649367,37.5421725392167,정좌표
498,497,계산점,인천시 계양구 계수로1,인천광역시,032-551-0122,126.725168823589,37.5463605527288,정좌표
499,498,효성점,인천시 계양구 효성동 192-1 (104호),인천광역시,032-553-9595,126.707737100336,37.528299138024,정좌표
500,499,산곡점,인천시 부평구 산곡동 317-116,인천광역시,032-524-8787,126.705084174038,37.4958336887646,정좌표
501,500,간석점,인천 남동구 간석동 113-1번지 102호,인천광역시,032-442-1406,126.710727749686,37.466338994215,정좌표
502,501,구월점,인천 남동구 구월동 1248-44,인천광역시,032-466-6222,126.719522882001,37.4589698726862,정좌표
503,502,진두점,인천시 옹진군 영흥면 내리 8-200,인천광역시,032-888-5534,126.497557211713,37.2558819708258,정좌표
504,503,부개점,인천시 부평구 부개동 140-22,인천광역시,032-361-9951,126.734763231511,37.4928538107545,정좌표
505,504,케이준 삼산점,인천시 부평구 삼산동440-1삼산타운 1단지 B상가103호,인천광역시,032-330-8600,126.733604085761,37.5129708902834,정좌표
506,505,부평점,인천시 부평구 부평동 904-16,인천광역시,032-361-2555,126.726610596074,37.5046612538987,정좌표
507,506,주안2점,인천광역시 남구 주안2동 550-23,인천광역시,032-872-5028,126.675807096102,37.4558719635067,정좌표
508,507,동수역점,인천시 부평구 경인로 887,인천광역시,032-519-0555,126.71869681847,37.4858220597148,정좌표
509,508,학익점,인천시 남구 학익동665-3,인천광역시,032-874-2271,126.675507074439,37.4392272454846,정좌표
510,509,연수점,인천 연수구 연수동 497-7,인천광역시,032-818-2616,126.681145976636,37.4262114649089,정좌표
511,510,옥련청학점,인천 연수구 옥련동 367-7,인천광역시,031-831-8292,126.653632331106,37.4246315123592,정좌표
512,511,육사점,서울시 노원구 공릉동 공릉사서함 77-5,서울특별시,02-2197-5941,127.084019593812,37.6250847225663,인근좌표
513,512,수유화계점,서울시 강북구 노해로17길 51,서울특별시,02-992-8881,127.019415372198,37.6404004487526,정좌표
514,513,창5점(쌍용),"서울특별시 도봉구 마들로 555, 101동",서울특별시,02-996-9292,127.048651527532,37.6603272953171,정좌표
515,514,미아삼거리점,서울 강북구 월계로 3길 68 2층,서울특별시,02-980-0401,127.031524188718,37.6126586007872,정좌표
516,515,광희점,"서울특별시 중구 마른내로 163,1층(광희동1가)",서울특별시,02-3273-9991,127.006208851242,37.5647018380917,정좌표
517,516,연희점,서울특별시 서대문구 증가로 34(연희동),서울특별시,02-325-9090,126.930255988388,37.571124320389,정좌표
518,517,보문점,서울시 성북구 보문로109,서울특별시,02-953-5749,127.019437014692,37.5847675002138,정좌표
519,518,정릉점,"서울시 성북구 보국문로 75,102",서울특별시,02-909-5150,127.008674704146,37.6109770658387,정좌표
520,519,청구점,"서울시 중구 동호로12길 88(신당동,1층)",서울특별시,02-2231-5460,127.01218966288,37.5590493764507,정좌표
521,520,서교점,서울시 마포구 성미산로17길 84,서울특별시,02-3143-6623,126.917433397535,37.56515126495,정좌표
522,521,방학점,서울시 도봉구 방학로 200-20,서울특별시,02-955-9696,127.028847158786,37.6626136028022,정좌표
523,522,북가좌점,서울시 서대문구 북가좌동 347-27,서울특별시,02-309-3430,126.906842511235,37.5799339928965,정좌표
524,523,경희대점,"서울특별시 동대문구 경희대로4길 79, 1층 105호 (이문동)",서울특별시,02-964-9292,127.056487982173,37.5914304337619,정좌표
